Location,date,total_cases,new_cases,total_death,new_death,total cases / million,new cases / million,total deaths / million,new death / million,icu,icu / million,hosp,hosp / million
USA,4/29/21,31711421,0,571084,0,93740.384,0,1688.15,0,9371,27.701,35989,106.385
USA,4/30/21,31711421,0,571084,0,93740.384,0,1688.15,0,9242,27.32,35364,104.538
USA,5/1/21,31711421,0,571084,0,93740.384,0,1688.15,0,9105,26.915,34005,100.52
USA,5/2/21,32049828,338407,575577,4493,94740.73,1000.346,1701.431,13.282,9075,26.826,33764,99.808
USA,5/3/21,32049828,0,575577,0,94740.73,0,1701.431,0,9209,27.222,33964,100.399
USA,5/4/21,32049828,0,575577,0,94740.73,0,1701.431,0,9180,27.136,33755,99.781
USA,5/5/21,32049828,0,575577,0,94740.73,0,1701.431,0,8951,26.46,33339,98.552
USA,5/6/21,32049828,0,575577,0,94740.73,0,1701.431,0,8833,26.111,32505,96.086
USA,5/7/21,32049828,0,575577,0,94740.73,0,1701.431,0,8646,25.558,31832,94.097
USA,5/8/21,32049828,0,575577,0,94740.73,0,1701.431,0,8468,25.032,30635,90.558
USA,5/9/21,32342152,292324,580028,4451,95604.853,864.123,1714.589,13.157,8359,24.71,30154,89.137
USA,5/10/21,32342152,0,580028,0,95604.853,0,1714.589,0,8341,24.656,29987,88.643
USA,5/11/21,32342152,0,580028,0,95604.853,0,1714.589,0,8298,24.529,29482,87.15
USA,5/12/21,32342152,0,580028,0,95604.853,0,1714.589,0,8114,23.985,29113,86.059
USA,5/13/21,32342152,0,580028,0,95604.853,0,1714.589,0,7917,23.403,28174,83.284
USA,5/14/21,32342152,0,580028,0,95604.853,0,1714.589,0,7628,22.549,27422,81.061
USA,5/15/21,32342152,0,580028,0,95604.853,0,1714.589,0,7409,21.901,26184,77.401
USA,5/16/21,32575502,233350,584001,3973,96294.646,689.793,1726.333,11.744,7270,21.49,25646,75.811
USA,5/17/21,32575502,0,584001,0,96294.646,0,1726.333,0,7299,21.576,25563,75.565
USA,5/18/21,32575502,0,584001,0,96294.646,0,1726.333,0,7163,21.174,25023,73.969
USA,5/19/21,32575502,0,584001,0,96294.646,0,1726.333,0,7056,20.858,24925,73.679
USA,5/20/21,32575502,0,584001,0,96294.646,0,1726.333,0,6841,20.222,23954,70.809
USA,5/21/21,32575502,0,584001,0,96294.646,0,1726.333,0,6664,19.699,23397,69.163
USA,5/22/21,32575502,0,584001,0,96294.646,0,1726.333,0,6472,19.132,22643,66.934
USA,5/23/21,32757111,181609,587625,3624,96831.491,536.844,1737.046,10.713,6412,18.954,22445,66.348
USA,5/24/21,32757111,0,587625,0,96831.491,0,1737.046,0,6419,18.975,22431,66.307
USA,5/25/21,32757111,0,587625,0,96831.491,0,1737.046,0,6311,18.656,22087,65.29
USA,5/26/21,32757111,0,587625,0,96831.491,0,1737.046,0,6138,18.144,21598,63.845
USA,5/27/21,32757111,0,587625,0,96831.491,0,1737.046,0,6000,17.736,21056,62.242
USA,5/28/21,32757111,0,587625,0,96831.491,0,1737.046,0,5778,17.08,20398,60.297
USA,5/29/21,32757111,0,587625,0,96831.491,0,1737.046,0,5606,16.572,19474,57.566
USA,5/30/21,32904922,147811,591159,3534,97268.427,436.936,1747.493,10.447,5525,16.332,19062,56.348
USA,5/31/21,32904922,0,591159,0,97268.427,0,1747.493,0,5542,16.382,18678,55.213
USA,6/1/21,32904922,0,591159,0,97268.427,0,1747.493,0,5489,16.226,18657,55.151
USA,6/2/21,32904922,0,591159,0,97268.427,0,1747.493,0,5322,15.732,18083,53.454
